Year,Month,State,Solar MWh,Wind MWh,Temp,Precip
2013,9,TX,14882.95,2005091,78.2,4.05
2013,10,TX,13732.26,3081714,66.7,3.31
2013,11,TX,9057.97,3030068,52.9,1.94
2013,12,TX,13832.65,2676610,44.8,1.36
2014,1,TX,14819.19,3847945,44.5,0.37
2014,2,TX,13979.5,2617559,48.4,0.73
2014,3,TX,24425.73,3702171,54.8,1.11
2014,4,TX,27609.68,4009463,65.4,0.98
2014,5,TX,28467.21,3370039,72,4.1
2014,6,TX,29366.15,4057170,80.6,3.01
2014,7,TX,29773.35,2684344,81.7,2.58
2014,8,TX,38936.28,2560497,82.6,1.73
2014,9,TX,27266.18,2323958,76.4,3.59
2014,10,TX,32074.28,2985538,69.6,1.76
2014,11,TX,22641.63,3992897,51.5,2.83
2014,12,TX,14695.25,3219557,50.7,1.22
2015,1,TX,19569,3031299,44,2.67
2015,2,TX,19782,3267792,48.2,1.09
2015,3,TX,25265,2543799,56.2,3.47
2015,4,TX,26446,4098799,66.6,3.96
2015,5,TX,26144,4371479,71.6,9.05
2015,6,TX,40892,3410835,79.3,3.72
2015,7,TX,46706,4059360,83.2,1.85
2015,8,TX,49606,3217839,83.3,1.43
2015,9,TX,42517,3464842,79.2,1.43
2015,10,TX,36447,3660712,69.2,6.17
2015,11,TX,22275,4722372,57.3,3.87
2015,12,TX,45111,4984238,51.5,2.52
2016,1,TX,43733,4450918,46.4,0.95
2016,2,TX,53808,5120445,54.4,1.06
2016,3,TX,51077,5635279,61.2,2.85
2016,4,TX,52591,4736843,66.1,4.3
2016,5,TX,49016,5172887,71.6,4.86
2016,6,TX,65186,3781565,80.1,3.37
2016,7,TX,71000,5674911,85.4,1.31
2016,8,TX,57818,3702055,81.5,5.33
2016,9,TX,77879,3915419,77.6,2.96
2016,10,TX,78053,5451209,70.9,0.67
2016,11,TX,64927,4516301,61,2.34
2016,12,TX,65724,5372952,49.6,2.1
2017,1,TX,88310,5872878,50.8,2.28
2017,2,TX,113035,5828274,58.4,1.71
2017,3,TX,174757,7095250,63.6,1.88
2017,4,TX,198900,6928581,67.1,2.75
2017,5,TX,240270,6310018,72,2.54
2017,6,TX,230965,4839074,80.6,3.11
2017,7,TX,242254,4511095,83.6,2.46
2017,8,TX,218334,3694005,80.6,7
2017,9,TX,182399,4754442,76.5,2.61
2017,10,TX,200813,6002963,66.5,1.25
2017,11,TX,151697,5894799,60.3,0.73
2017,12,TX,147393,5329615,47.8,1.96
2018,1,TX,203524,6602452,43.8,0.64
2018,2,TX,194784,6041103,52.3,2.43
2018,3,TX,254377,7209913,61.7,1.96
2018,4,TX,250186,7476862,63,1.05
2018,5,TX,293634,7671801,78,2.08
2018,6,TX,380082,7688998,83.9,2.49
2018,7,TX,365391,4647114,84.5,2.15
2018,8,TX,352475,5968274,83,2.17
2018,9,TX,267647,4164624,76.2,6.71
2018,10,TX,216690,5599337,65.4,6.92
2018,11,TX,232702,6073547,51.9,1.78
2018,12,TX,194155,6556409,48.3,3.34
2019,1,TX,240747,6925367,47.2,1.5
2019,2,TX,239392,6639398,51.9,0.92
2019,3,TX,288568,6694243,55.7,1.21
2019,4,TX,427908,7838530,65,3.58
2019,5,TX,398453,7762190,72.5,5.23
2019,6,TX,476719,6289761,79.1,4.27
2019,7,TX,490725,6730666,82.8,1.29
2019,8,TX,463501,6488556,85.9,1.42
2019,9,TX,395507,6516642,81.5,2.43
2019,10,TX,359915,7455260,65.2,2.71
2019,11,TX,271750,6989795,53.2,1.42
2019,12,TX,311940,7289962,50.7,0.88
2020,1,TX,327256,8049364,50.8,1.95
2020,2,TX,396374,7731453,49.4,1.9
2020,3,TX,419829,7767653,63.2,3.17
2020,4,TX,534612,7858244,65,1.88
2020,5,TX,729480,8345527,74.5,3.58
2020,6,TX,741816,8913512,80.6,2.15
2020,7,TX,963427,7290469,85.2,2.22
2020,8,TX,1059291,6695704,84.3,1.33
2020,9,TX,834791,5678319,74,4.17
2020,10,TX,730127,7812156,65.8,1
2020,11,TX,586883,8215869,60.6,0.95
2020,12,TX,583252,8631176,48.4,1.81
2012,1,US-Total,95319.86,13632395,NA,NA
2012,2,US-Total,135240.3,11051982,NA,NA
2012,3,US-Total,231228.4,14026442,NA,NA
2012,4,US-Total,318723.3,12709239,NA,NA
2012,5,US-Total,462596.8,12540523,NA,NA
2012,6,US-Total,527067.6,11972304,NA,NA
2012,7,US-Total,509510.3,8821542,NA,NA
2012,8,US-Total,461410.9,8468912,NA,NA
2012,9,US-Total,458102.7,8789666,NA,NA
2012,10,US-Total,431427,12635641,NA,NA
2012,11,US-Total,347276,11648590,NA,NA
2012,12,US-Total,348772.1,14524467,NA,NA
2013,1,US-Total,309823.9,14738504,NA,NA
2013,2,US-Total,432642.6,14075591,NA,NA
2013,3,US-Total,619399,15755653,NA,NA
2013,4,US-Total,666738.8,17476274,NA,NA
2013,5,US-Total,752706.5,16238702,NA,NA
2013,6,US-Total,870685,13748106,NA,NA
2013,7,US-Total,828847.3,11093614,NA,NA
2013,8,US-Total,944091.7,9633884,NA,NA
2013,9,US-Total,948778.7,11674081,NA,NA
2013,10,US-Total,987533.4,13635018,NA,NA
2013,11,US-Total,824352.2,15803260,NA,NA
2013,12,US-Total,850021.3,13967059,NA,NA
2014,1,US-Total,816253.8,18016693,NA,NA
2014,2,US-Total,896035.8,13975925,NA,NA
2014,3,US-Total,1412240,17753209,NA,NA
2014,4,US-Total,1633377,18731396,NA,NA
2014,5,US-Total,1875660,15518634,NA,NA
2014,6,US-Total,2036273,15687645,NA,NA
2014,7,US-Total,1844481,12105461,NA,NA
2014,8,US-Total,1914067,10197306,NA,NA
2014,9,US-Total,1871265,11479013,NA,NA
2014,10,US-Total,1679504,14575450,NA,NA
2014,11,US-Total,1357453,19054906,NA,NA
2014,12,US-Total,984845.9,14695752,NA,NA
2015,1,US-Total,1155351,15162146,NA,NA
2015,2,US-Total,1483554,14921545,NA,NA
2015,3,US-Total,2072257,15307929,NA,NA
2015,4,US-Total,2379118,17867149,NA,NA
2015,5,US-Total,2504149,17151341,NA,NA
2015,6,US-Total,2557598,13421266,NA,NA
2015,7,US-Total,2627064,13675449,NA,NA
2015,8,US-Total,2687553,13080028,NA,NA
2015,9,US-Total,2217124,13971567,NA,NA
2015,10,US-Total,1909580,16380039,NA,NA
2015,11,US-Total,1729661,19681716,NA,NA
2015,12,US-Total,1569895,20098373,NA,NA
2016,1,US-Total,1485802,18466402,NA,NA
2016,2,US-Total,2241563,20138228,NA,NA
2016,3,US-Total,2617452,21939409,NA,NA
2016,4,US-Total,2879682,20799303,NA,NA
2016,5,US-Total,3425183,18847899,NA,NA
2016,6,US-Total,3473498,16303441,NA,NA
2016,7,US-Total,3944793,17618357,NA,NA
2016,8,US-Total,3969186,13589326,NA,NA
2016,9,US-Total,3635069,16403640,NA,NA
2016,10,US-Total,3191224,20335390,NA,NA
2016,11,US-Total,2767144,19405642,NA,NA
2016,12,US-Total,2423523,23145525,NA,NA
2017,1,US-Total,2323986,20798771,NA,NA
2017,2,US-Total,2751199,22091109,NA,NA
2017,3,US-Total,4514085,25730617,NA,NA
2017,4,US-Total,4906678,25377943,NA,NA
2017,5,US-Total,5785027,23067639,NA,NA
2017,6,US-Total,6115379,20141747,NA,NA
2017,7,US-Total,5569106,16119996,NA,NA
2017,8,US-Total,5368537,13878848,NA,NA
2017,9,US-Total,5059441,17911775,NA,NA
2017,10,US-Total,4649673,24368703,NA,NA
2017,11,US-Total,3208749,22614867,NA,NA
2017,12,US-Total,3035005,22200681,NA,NA
2018,1,US-Total,3318975,25598822,NA,NA
2018,2,US-Total,3896414,23189489,NA,NA
2018,3,US-Total,5056238,26463704,NA,NA
2018,4,US-Total,6056727,26430857,NA,NA
2018,5,US-Total,6849012,23953128,NA,NA
2018,6,US-Total,7414667,24702856,NA,NA
2018,7,US-Total,6754876,16446574,NA,NA
2018,8,US-Total,6695408,19846437,NA,NA
2018,9,US-Total,5960901,18519671,NA,NA
2018,10,US-Total,4969691,21193898,NA,NA
2018,11,US-Total,3742765,22015734,NA,NA
2018,12,US-Total,3109640,24306284,NA,NA
2019,1,US-Total,3580208,24248348,NA,NA
2019,2,US-Total,3835773,22546565,NA,NA
2019,3,US-Total,5898626,25677446,NA,NA
2019,4,US-Total,6752276,28853789,NA,NA
2019,5,US-Total,7161897,25695190,NA,NA
2019,6,US-Total,7971093,22385032,NA,NA
2019,7,US-Total,8132641,22042885,NA,NA
2019,8,US-Total,7876554,19950986,NA,NA
2019,9,US-Total,6817220,24447584,NA,NA
2019,10,US-Total,6093466,27520905,NA,NA
2019,11,US-Total,4363993,25041947,NA,NA
2019,12,US-Total,3453075,26495642,NA,NA
2020,1,US-Total,4657012,28547310,NA,NA
2020,2,US-Total,5706039,29396634,NA,NA
2020,3,US-Total,6495507,29525229,NA,NA
2020,4,US-Total,8125989,29415653,NA,NA
2020,5,US-Total,9766817,28308695,NA,NA
2020,6,US-Total,9641087,29523523,NA,NA
2020,7,US-Total,10477748,22269560,NA,NA
2020,8,US-Total,9507638,22413146,NA,NA
2020,9,US-Total,7891262,23064188,NA,NA
2020,10,US-Total,7345732,28880451,NA,NA
2020,11,US-Total,5894932,33703925,NA,NA
2020,12,US-Total,5381053,32461500,NA,NA
2000,1,UT,NA,NA,31.9,1.42
2000,2,UT,NA,NA,36,1.92
2000,3,UT,NA,NA,38.8,1.29
2000,4,UT,NA,NA,51,0.58
2000,5,UT,NA,NA,59.3,0.93
2000,6,UT,NA,NA,67.3,0.49
2000,7,UT,NA,NA,74,0.31
2000,8,UT,NA,NA,73,1.57
2000,9,UT,NA,NA,62,0.93
2000,10,UT,NA,NA,49.1,2.77
2000,11,UT,NA,NA,29.8,0.68
2000,12,UT,NA,NA,30.4,0.64
2001,1,UT,NA,NA,26.3,1.02
2001,2,UT,NA,NA,31.7,1.24
2001,3,UT,NA,NA,41.4,1.24
2001,4,UT,NA,NA,47,1.49
2001,5,UT,NA,NA,59.3,0.65
2001,6,UT,NA,NA,67.1,0.37
2001,7,UT,NA,NA,72.9,0.95
2001,8,UT,NA,NA,72.4,1.27
2001,9,UT,NA,NA,65.2,0.31
2001,10,UT,NA,NA,52.2,0.51
2001,11,UT,NA,NA,39.3,1.52
2001,12,UT,NA,NA,25,1.12
2002,1,UT,NA,NA,26.1,0.43
2002,2,UT,NA,NA,29,0.28
2002,3,UT,NA,NA,36,0.8
2002,4,UT,NA,NA,49.7,0.87
2002,5,UT,NA,NA,56.3,0.38
2002,6,UT,NA,NA,68.7,0.15
2002,7,UT,NA,NA,76.2,0.61
2002,8,UT,NA,NA,70.7,0.29
2002,9,UT,NA,NA,61,2.27
2002,10,UT,NA,NA,47,1.32
2002,11,UT,NA,NA,35.9,0.93
2002,12,UT,NA,NA,29.3,0.71
2003,1,UT,NA,NA,35.2,0.4
2003,2,UT,NA,NA,31,1.47
2003,3,UT,NA,NA,40.3,1.33
2003,4,UT,NA,NA,45.8,0.93
2003,5,UT,NA,NA,57.4,1.08
2003,6,UT,NA,NA,66,0.56
2003,7,UT,NA,NA,77.2,0.39
2003,8,UT,NA,NA,72.7,1.19
2003,9,UT,NA,NA,62.2,0.64
2003,10,UT,NA,NA,55,0.43
2003,11,UT,NA,NA,34.1,1.35
2003,12,UT,NA,NA,30.3,1.76
2004,1,UT,NA,NA,24.2,0.6
2004,2,UT,NA,NA,27.8,1.89
2004,3,UT,NA,NA,45.6,0.33
2004,4,UT,NA,NA,48,1.82
2004,5,UT,NA,NA,57,0.63
2004,6,UT,NA,NA,66.1,0.66
2004,7,UT,NA,NA,72.2,0.82
2004,8,UT,NA,NA,68.6,0.89
2004,9,UT,NA,NA,60.2,1.22
2004,10,UT,NA,NA,48.9,3.43
2004,11,UT,NA,NA,35.7,1.69
2004,12,UT,NA,NA,30.1,1.29
2005,1,UT,NA,NA,32.6,2.76
2005,2,UT,NA,NA,33.5,1.61
2005,3,UT,NA,NA,39,1.63
2005,4,UT,NA,NA,45.9,1.75
2005,5,UT,NA,NA,56,1.74
2005,6,UT,NA,NA,61.8,1.43
2005,7,UT,NA,NA,74.8,0.41
2005,8,UT,NA,NA,69,1.32
2005,9,UT,NA,NA,60.8,0.92
2005,10,UT,NA,NA,50.4,1.38
2005,11,UT,NA,NA,39,0.65
2005,12,UT,NA,NA,29.2,1.08
2006,1,UT,NA,NA,29.9,1.35
2006,2,UT,NA,NA,31.5,0.56
2006,3,UT,NA,NA,36.3,2.4
2006,4,UT,NA,NA,48.4,1.16
2006,5,UT,NA,NA,58.9,0.42
2006,6,UT,NA,NA,68.8,0.42
2006,7,UT,NA,NA,75,1.21
2006,8,UT,NA,NA,69.7,0.9
2006,9,UT,NA,NA,58.1,1.4
2006,10,UT,NA,NA,47.3,3.08
2006,11,UT,NA,NA,38.2,0.7
2006,12,UT,NA,NA,27.9,0.81
2007,1,UT,NA,NA,22.4,0.53
2007,2,UT,NA,NA,34.3,1.05
2007,3,UT,NA,NA,43,0.82
2007,4,UT,NA,NA,48.3,0.91
2007,5,UT,NA,NA,57.7,0.68
2007,6,UT,NA,NA,68.2,0.39
2007,7,UT,NA,NA,76.2,0.91
2007,8,UT,NA,NA,72.8,1.21
2007,9,UT,NA,NA,61.7,1.4
2007,10,UT,NA,NA,48.9,0.85
2007,11,UT,NA,NA,40.6,0.33
2007,12,UT,NA,NA,24.6,2.2
2008,1,UT,NA,0,22.8,1.67
2008,2,UT,NA,0,30.5,1.53
2008,3,UT,NA,0,37.2,0.67
2008,4,UT,NA,0,43.1,0.42
2008,5,UT,NA,0,52.8,1.07
2008,6,UT,NA,0,65,0.65
2008,7,UT,NA,2754,74.1,0.53
2008,8,UT,NA,2875,71.6,0.92
2008,9,UT,NA,2796,61.9,0.62
2008,10,UT,NA,4263,50.4,0.82
2008,11,UT,NA,5245,40.9,1.07
2008,12,UT,NA,5967,27,1.69
2009,1,UT,NA,5228,29.5,1.12
2009,2,UT,NA,4025,33.1,0.98
2009,3,UT,NA,4532,39.2,0.79
2009,4,UT,NA,4072,45.3,1.56
2009,5,UT,NA,3275,58.7,1.23
2009,6,UT,NA,2536,62,1.74
2009,7,UT,NA,2316,73.2,0.49
2009,8,UT,NA,2518,69.7,0.39
2009,9,UT,NA,33331,64.3,0.75
2009,10,UT,NA,47500,45.7,0.79
2009,11,UT,NA,15324,39,0.4
2009,12,UT,NA,34880,21.6,1.56
2010,1,UT,NA,30153,27,1.58
2010,2,UT,NA,15334,29.9,1.11
2010,3,UT,NA,45397,38,1.3
2010,4,UT,NA,42864,44.7,1.39
2010,5,UT,NA,50024,50.2,1.24
2010,6,UT,NA,37054,65.4,0.79
2010,7,UT,NA,36031,73.1,0.83
2010,8,UT,NA,58530,69.3,1.38
2010,9,UT,NA,38962,63.8,0.26
2010,10,UT,NA,25616,51.1,2.57
2010,11,UT,NA,25563,34.8,1.4
2010,12,UT,NA,42150,32.5,3.38
2011,1,UT,NA,15574.24,25.4,0.39
2011,2,UT,NA,54417.18,28.6,1.21
2011,3,UT,NA,59576.98,39.4,1.27
2011,4,UT,NA,43364.99,43.5,2.02
2011,5,UT,NA,56346.79,50.8,2.81
2011,6,UT,NA,70024.13,63.3,0.54
2011,7,UT,NA,55549.87,71.8,1.72
2011,8,UT,NA,64263.64,72.5,0.96
2011,9,UT,NA,21370.7,63.2,0.96
2011,10,UT,NA,36459.82,50,1.42
2011,11,UT,NA,65471.56,36,0.9
2011,12,UT,NA,30370.1,26.8,0.51
2012,1,UT,NA,33276.83,31,0.97
2012,2,UT,NA,37995.55,31.7,1.04
2012,3,UT,NA,97887.91,42.6,0.73
2012,4,UT,NA,60922.95,49.6,0.73
2012,5,UT,196.87,78945.21,58,0.28
2012,6,UT,212.64,93095.03,68.7,0.03
2012,7,UT,206.71,55664.35,73.2,1.41
2012,8,UT,210.99,38706.26,73,1.07
2012,9,UT,221.65,32567.07,63.6,1.04
2012,10,UT,224.23,40423.51,50.9,0.96
2012,11,UT,184.27,55014.63,41.2,0.67
2012,12,UT,161.64,79411.71,27.8,1.76
2013,1,UT,103.46,21689.12,19.7,1.01
2013,2,UT,127.14,30512.93,27.6,0.52
2013,3,UT,152.66,40353.08,41,0.73
2013,4,UT,172.16,31875.25,45,1.28
2013,5,UT,192.85,60618.94,56,0.97
2013,6,UT,206.05,71321.04,69.2,0.02
2013,7,UT,187.99,53798.72,74.6,1.5
2013,8,UT,185.53,52812.01,71,1.4
2013,9,UT,191.63,55884.82,61.4,2.74
2013,10,UT,250.53,45367.58,46.4,1.01
2013,11,UT,167.57,47457.67,38,1.02
2013,12,UT,162.42,28114.84,23.1,1.01
2014,1,UT,106.84,29484.84,30.4,0.61
2014,2,UT,134.77,69016.31,35.7,1.06
2014,3,UT,213.09,73608.26,41,0.99
2014,4,UT,249,55335.08,46.7,0.94
2014,5,UT,274.53,70463.76,56.5,1.02
2014,6,UT,310,72861.82,66,0.24
2014,7,UT,263.73,58101.59,74.6,1.14
2014,8,UT,252.53,50453.78,67.7,2.46
2014,9,UT,230.18,38151.11,64.2,2.66
2014,10,UT,176.09,39210.43,53.1,0.2
2014,11,UT,148.53,56420.92,37.7,0.75
2014,12,UT,86.18,51721.41,31.7,1.26
2015,1,UT,108,30486,32.1,0.92
2015,2,UT,151,40427,38.9,0.63
2015,3,UT,760,46598,44.9,0.85
2015,4,UT,899,60488,47.1,0.98
2015,5,UT,880,56298,53.8,3.2
2015,6,UT,917,58925,70,0.97
2015,7,UT,1377,69456,70.1,1.46
2015,8,UT,1827,52202,71,1.27
2015,9,UT,2452,65447,65.5,0.88
2015,10,UT,3188,30695,54.3,1.8
2015,11,UT,2944,52966,34.5,1.07
2015,12,UT,16356,61927,26.6,1.38
2016,1,UT,15412,38409,26.6,1.42
2016,2,UT,23220,25973,33.7,0.62
2016,3,UT,26988,84245,42.2,1.2
2016,4,UT,27477,48437,47.9,1.7
2016,5,UT,50690,65038,54.4,1.36
2016,6,UT,89942,82181,70.9,0.33
2016,7,UT,148881,84896,73.7,0.62
2016,8,UT,160270,67435,70.1,0.94
2016,9,UT,158326,76951,61.1,2.08
2016,10,UT,126626,88775,53.2,0.89
2016,11,UT,115413,59784,41.6,0.95
2016,12,UT,110415,100158,27.4,1.93
2017,1,UT,104755,90410,25.9,2.76
2017,2,UT,121321,94287,36.5,1.54
2017,3,UT,205045,80571,45.3,1.59
2017,4,UT,225246,68956,46,1.17
2017,5,UT,245735,69370,55.6,0.64
2017,6,UT,267943,68407,69.5,0.16
2017,7,UT,195678,50442,75,1.39
2017,8,UT,212090,52642,71.6,0.94
2017,9,UT,201713,53339,60.7,1.54
2017,10,UT,193695,66095,48.1,0.18
2017,11,UT,123270,89036,43,0.53
2017,12,UT,114613,74698,31.4,0.39
2018,1,UT,115223,59814,32.8,0.86
2018,2,UT,136373,58155,32.2,0.83
2018,3,UT,175807,87151,39.2,1.29
2018,4,UT,212907,63720,49,0.86
2018,5,UT,243974,58631,58.3,1.14
2018,6,UT,265681,82118,69.1,0.05
2018,7,UT,228660,60766,76.1,0.84
2018,8,UT,229152,75877,72.4,1.02
2018,9,UT,220355,75070,65.8,0.08
2018,10,UT,163233,57469,47.5,2.93
2018,11,UT,135043,61886,35,0.85
2018,12,UT,97299,53897,27.4,0.83
2019,1,UT,111749,63117,27,1.51
2019,2,UT,118868,96972,27.2,2.31
2019,3,UT,174439,67754,38.2,2.61
2019,4,UT,205320,63646,48.6,1.74
2019,5,UT,219442,63557,50.5,2.94
2019,6,UT,248525,64742,63.6,0.49
2019,7,UT,236559,74455,73.3,0.59
2019,8,UT,238988,66959,72.8,0.35
2019,9,UT,208960,75168,63.1,0.85
2019,10,UT,205920,65786,42.9,0.24
2019,11,UT,127028,55797,38.5,1.86
2019,12,UT,90626,60730,28.8,1.45
2020,1,UT,121020,65002,28.7,0.77
2020,2,UT,163099,67619,31,0.71
2020,3,UT,180616,87399,40.7,1.53
2020,4,UT,226503,42331,47.4,0.56
2020,5,UT,249216,79225,59,0.32
2020,6,UT,267403,72567,65.4,0.95
2020,7,UT,277456,77931,73.8,0.4
2020,8,UT,259011,78015,75.8,0.14
2020,9,UT,218977,51887,64,0.25
2020,10,UT,231495,58347,52.9,0.2
2020,11,UT,161631,72053,38.9,0.73
2020,12,UT,139491,50325,27.5,0.68
2000,1,VA,NA,NA,34,3.25
2000,2,VA,NA,NA,41.5,1.81
2000,3,VA,NA,NA,49.6,3.25
2000,4,VA,NA,NA,53.9,4.66
2000,5,VA,NA,NA,65.7,3.29
2000,6,VA,NA,NA,72.6,5.51
2000,7,VA,NA,NA,72.3,5.14
2000,8,VA,NA,NA,72.4,4.57
2000,9,VA,NA,NA,65.7,4.84
2000,10,VA,NA,NA,57.4,0.09
2000,11,VA,NA,NA,43.6,1.88
2000,12,VA,NA,NA,30.1,2.04
2001,1,VA,0,NA,34.3,2.27
2001,2,VA,0,NA,41.2,2.01
2001,3,VA,0,NA,42,4.45
2001,4,VA,0,NA,56.6,1.64
2001,5,VA,0,NA,63,4.88
2001,6,VA,0,NA,71.5,4.62
2001,7,VA,0,NA,71.9,5.21
2001,8,VA,0,NA,75,3.84
2001,9,VA,0,NA,64.8,2.2
2001,10,VA,0,NA,55.2,0.89
2001,11,VA,0,NA,51.2,0.59
2001,12,VA,0,NA,43.4,2.28
2002,1,VA,0,NA,39.2,2.99
2002,2,VA,0,NA,40.5,0.9
2002,3,VA,0,NA,46.3,4.39
2002,4,VA,0,NA,57.7,3.2
2002,5,VA,0,NA,62,3.52
2002,6,VA,0,NA,72.9,2.54
2002,7,VA,0,NA,76.6,3.97
2002,8,VA,0,NA,75.8,2.98
2002,9,VA,0,NA,69.4,3.49
2002,10,VA,0,NA,57.5,5.74
2002,11,VA,0,NA,44.8,4.8
2002,12,VA,0,NA,36,4.1
2003,1,VA,NA,NA,31.1,2.19
2003,2,VA,NA,NA,34.8,6.1
2003,3,VA,NA,NA,48,4.33
2003,4,VA,NA,NA,54.7,4.79
2003,5,VA,NA,NA,61.7,7.22
2003,6,VA,NA,NA,68.9,6.49
2003,7,VA,NA,NA,74.5,6.15
2003,8,VA,NA,NA,75.5,5.29
2003,9,VA,NA,NA,66.7,8.15
2003,10,VA,NA,NA,55.2,2.66
2003,11,VA,NA,NA,51.5,4.35
2003,12,VA,NA,NA,36.8,4.17
2004,1,VA,NA,NA,32.1,1.95
2004,2,VA,NA,NA,36.3,2.38
2004,3,VA,NA,NA,47.8,2.17
2004,4,VA,NA,NA,55.4,4.13
2004,5,VA,NA,NA,68.9,4.4
2004,6,VA,NA,NA,70.8,5.36
2004,7,VA,NA,NA,74.6,5.81
2004,8,VA,NA,NA,71.8,6.03
2004,9,VA,NA,NA,67.9,7.25
2004,10,VA,NA,NA,57.3,2.35
2004,11,VA,NA,NA,49.5,4.21
2004,12,VA,NA,NA,38.2,2.9
2005,1,VA,NA,NA,37.7,3.09
2005,2,VA,NA,NA,39.3,1.82
2005,3,VA,NA,NA,41.8,3.8
2005,4,VA,NA,NA,55,3.1
2005,5,VA,NA,NA,59.8,3.15
2005,6,VA,NA,NA,71.8,2.47
2005,7,VA,NA,NA,77.1,5.65
2005,8,VA,NA,NA,76.3,3.37
2005,9,VA,NA,NA,70.4,0.71
2005,10,VA,NA,NA,58.2,5.54
2005,11,VA,NA,NA,48.7,3.66
2005,12,VA,NA,NA,35.1,3.47
2006,1,VA,NA,NA,42.4,3.1
2006,2,VA,NA,NA,37.4,1.65
2006,3,VA,NA,NA,46.1,0.7
2006,4,VA,NA,NA,58,3.49
2006,5,VA,NA,NA,61.1,2.55
2006,6,VA,NA,NA,70.7,7.06
2006,7,VA,NA,NA,75.9,4.11
2006,8,VA,NA,NA,76.5,3.22
2006,9,VA,NA,NA,64.8,6.91
2006,10,VA,NA,NA,54.2,6.23
2006,11,VA,NA,NA,48.7,5.28
2006,12,VA,NA,NA,43.1,1.9
2007,1,VA,NA,NA,39.9,3.19
2007,2,VA,NA,NA,31.9,2.15
2007,3,VA,NA,NA,49.2,3.29
2007,4,VA,NA,NA,53.4,3.72
2007,5,VA,NA,NA,64.4,2.16
2007,6,VA,NA,NA,71.9,3.77
2007,7,VA,NA,NA,73.8,3.09
2007,8,VA,NA,NA,77.5,3.17
2007,9,VA,NA,NA,69.4,1.54
2007,10,VA,NA,NA,62.5,4.71
2007,11,VA,NA,NA,46.2,1.05
2007,12,VA,NA,NA,41.5,3.35
2008,1,VA,NA,NA,36,1.42
2008,2,VA,NA,NA,40.3,2.71
2008,3,VA,NA,NA,46.8,3.23
2008,4,VA,NA,NA,55.9,5.61
2008,5,VA,NA,NA,61.3,4.23
2008,6,VA,NA,NA,74,3.01
2008,7,VA,NA,NA,74.6,4.05
2008,8,VA,NA,NA,72.3,3.66
2008,9,VA,NA,NA,68.2,4.34
2008,10,VA,NA,NA,54.8,1.49
2008,11,VA,NA,NA,44.1,2.89
2008,12,VA,NA,NA,40.2,4
2009,1,VA,NA,NA,32.6,2.92
2009,2,VA,NA,NA,38.9,0.94
2009,3,VA,NA,NA,45.1,4.01
2009,4,VA,NA,NA,55.4,3.12
2009,5,VA,NA,NA,64.1,6.13
2009,6,VA,NA,NA,71.6,5.2
2009,7,VA,NA,NA,71.9,4.07
2009,8,VA,NA,NA,75.2,4.19
2009,9,VA,NA,NA,66.6,3.72
2009,10,VA,NA,NA,55.3,3.12
2009,11,VA,NA,NA,49.5,6.68
2009,12,VA,NA,NA,35.7,7.15
2010,1,VA,NA,NA,32.7,4.18
2010,2,VA,NA,NA,31.9,2.96
2010,3,VA,NA,NA,47.4,4.61
2010,4,VA,NA,NA,58.6,1.73
2010,5,VA,NA,NA,66.2,4.25
2010,6,VA,NA,NA,76,2.53
2010,7,VA,NA,NA,77.9,2.82
2010,8,VA,NA,NA,76,4.56
2010,9,VA,NA,NA,70,5.36
2010,10,VA,NA,NA,58,3.79
2010,11,VA,NA,NA,46.3,2
2010,12,VA,NA,NA,30.1,2.95
2011,1,VA,NA,NA,32.1,1.58
2011,2,VA,NA,NA,40.9,1.68
2011,3,VA,NA,NA,46,5.28
2011,4,VA,NA,NA,58.2,4.75
2011,5,VA,NA,NA,64.8,4.33
2011,6,VA,NA,NA,73.4,3.28
2011,7,VA,NA,NA,77.8,4.16
2011,8,VA,NA,NA,74.9,5.14
2011,9,VA,NA,NA,68.2,6.83
2011,10,VA,NA,NA,55.5,3.78
2011,11,VA,NA,NA,49.4,3.86
2011,12,VA,NA,NA,42.6,3.63
2012,1,VA,NA,NA,38.9,2.26
2012,2,VA,NA,NA,41.8,2.54
2012,3,VA,NA,NA,55.2,3.87
2012,4,VA,NA,NA,55.6,3.04
2012,5,VA,NA,NA,67.3,4.14
2012,6,VA,NA,NA,70.2,2.85
2012,7,VA,NA,NA,78.7,4.63
2012,8,VA,NA,NA,74,4.74
2012,9,VA,NA,NA,66.9,4.14
2012,10,VA,NA,NA,56.4,4.09
2012,11,VA,NA,NA,42.7,0.67
2012,12,VA,NA,NA,42.9,3.08
2013,1,VA,NA,NA,38.5,5.95
2013,2,VA,NA,NA,36.8,2.27
2013,3,VA,NA,NA,40.1,3.7
2013,4,VA,NA,NA,56,3.56
2013,5,VA,NA,NA,62.5,4.37
2013,6,VA,NA,NA,72.2,7.02
2013,7,VA,NA,NA,75.6,6.46
2013,8,VA,NA,NA,71.8,4.47
2013,9,VA,NA,NA,66.3,1.64
2013,10,VA,NA,NA,57.6,3.09
2013,11,VA,NA,NA,43.7,3.03
2013,12,VA,NA,NA,40.3,5.81
2014,1,VA,NA,NA,29.4,2.69
2014,2,VA,NA,NA,37,3.36
2014,3,VA,NA,NA,40.7,3.29
2014,4,VA,NA,NA,55,4.73
2014,5,VA,NA,NA,65.2,4.35
2014,6,VA,NA,NA,72.5,3.49
